Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND70317,Johnny Hawkins,67,4165,02-03-2009,Samuel Fowler,European,Web Developer III,Low,Platinum,72442.64,23670.24,1,2554.29,107623.47,420518.01,134675.70,140172.67,35107.21,80798.64,0,1,3,2,18
IND38895,Ernest Jenkins,84,41840,23-10-2021,Dennis Morris,African,Web Designer I,High,Silver,291925.85,43220.44,1,2687.78,488765.65,397013.28,292055.74,118282.58,56625.83,443851.66,2,3,3,1,19
IND61906,Johnny White,42,28843,06-12-2020,Steve Diaz,Asian,Human Resources Assistant IV,High,Jade,180724.34,26183.52,1,6063.21,1175056.16,1980490.17,414220.17,809800.42,4968.95,1612431.75,3,2,3,1,20
IND91852,Amanda Mitchell,48,14423,18-07-1996,Dennis Ruiz,European,Software Engineer III,Low,Jade,427268.01,27324.85,1,7808.32,1257605.59,1122750.57,793247.69,504017.38,17792.02,1572554.99,0,5,3,1,21
IND49429,Kathleen Scott,47,41723,21-01-2011,Victor Martinez,Asian,Senior Developer,High,Gold,283418.58,30792.30,3,3031.80,123176.18,259129.27,110561.82,192653.98,33826.89,282955.29,0,2,3,1,22
IND50848,Kathy Carter,80,15833,30-07-1996,Dennis Ruiz,European,Software Engineer I,Mid,Jade,229460.79,12437.90,1,3347.03,438345.76,256292.32,221487.19,78786.16,16752.95,457903.72,3,2,3,1,1
IND25130,Walter Williams,53,31186,24-06-2019,Roger Alexander,European,Human Resources Assistant II,High,Silver,92389.02,15887.04,2,737.10,946087.51,1117595.61,335278.68,277802.34,14745.82,979922.58,2,1,3,1,2
IND51890,Henry Harrison,30,28409,02-11-2003,Jesse Evans,European,Budget/Accounting Analyst III,High,Jade,275308.09,7913.36,1,10883.25,2290528.53,1114463.81,221311.96,478033.84,10609.95,462554.98,0,4,4,2,3
IND29870,Albert Hudson,62,34292,14-03-1999,Roger Alexander,Asian,Product Engineer,High,Gold,185240.18,5908.95,1,2658.02,204594.66,1843725.89,606488.78,394217.71,55984.72,592412.40,0,2,4,2,4
IND24996,Harry Oliver,22,32121,08-12-2008,Ernest Rivera,Asian,Biostatistician I,Low,Gold,253601.62,49237.65,1,6694.69,335206.22,484219.57,285434.69,134562.07,12308.22,1488519.84,0,3,1,1,8
IND28319,Peter Fernandez,76,11176,18-03-2004,Keith Griffin,European,Geologist I,High,Silver,169841.60,23901.60,1,878.57,294747.03,135130.51,76884.60,98342.39,19026.58,292525.92,0,2,2,1,9
IND24921,Justin Dean,24,12722,13-05-2018,Joshua Bennett,Asian,Web Designer IV,High,Gold,161884.01,11589.76,1,4719.34,273447.38,437316.13,197497.61,163640.88,8871.46,126209.78,1,2,3,2,10
IND97391,Douglas GoPKRalez,51,15759,14-08-2001,Anthony Torres,Asian,Media Manager III,High,Platinum,196246.44,20241.21,1,1802.49,1226915.48,1378832.70,998950.22,501866.96,38252.58,1971775.95,1,3,4,1,11
IND59368,Albert Tucker,30,35127,07-03-2007,Shawn Cook,European,Assistant Manager,High,Platinum,108561.76,2012.43,1,2532.03,488439.10,389075.57,253087.99,112189.75,36120.28,946926.03,3,1,1,1,12
IND23354,Ruby Griffin,78,40668,22-10-1999,Dennis Morris,European,VP Sales,High,Platinum,117375.90,6336.09,1,1327.70,178624.70,99007.56,59675.79,44811.09,8087.51,118523.04,3,1,1,1,13
IND29589,Deborah Armstrong,27,36410,18-10-2012,Joe Hanson,Australian,Associate Professor,High,Jade,104350.96,24810.88,1,1619.36,366249.66,153984.34,179265.35,32359.69,5476.20,519730.47,1,1,1,2,14
IND48477,Clarence Carr,35,9379,04-07-1999,Mark Montgomery,American,Marketing Assistant,High,Jade,79692.87,34412.04,2,4136.36,1411246.75,2844789.79,1511916.25,386732.26,45795.58,406621.87,2,3,2,1,15
IND70337,Justin Brown,43,1168,17-10-2020,Nicholas Simmons,Asian,Engineer II,Low,Silver,51567.23,13658.75,1,962.78,127945.09,487858.70,180295.61,349985.59,16788.76,821012.42,0,1,2,2,1
IND69809,Amanda Rodriguez,25,9100,28-12-2017,Jesse Evans,Asian,Marketing Manager,High,Platinum,96948.99,14055.06,3,3136.96,578529.62,224955.85,202949.30,41152.25,38982.32,973704.35,0,2,3,2,2
IND23817,Ruby Andrews,38,21854,26-08-2020,Shawn Long,American,Senior Cost Accountant,Low,Jade,79643.42,39162.42,1,935.39,227140.25,309391.57,114432.50,182541.02,4764.35,767080.35,0,2,3,2,3
IND36692,Dorothy Kennedy,45,1346,14-03-2006,Dennis Morris,European,Teacher,High,Gold,224615.26,53741.76,1,3521.46,415665.01,219556.12,132335.20,117898.63,43711.49,611524.10,0,2,3,2,4
IND39952,Kevin Cruz,42,17738,11-06-2015,Todd Roberts,Asian,Clinical Specialist,Mid,Gold,405658.20,7958.92,1,4448.50,125897.63,2182842.98,422485.74,719634.04,28226.37,2701599.47,2,3,3,2,5
IND30232,Ryan Perkins,27,36187,28-08-2004,Dennis Morris,American,Human Resources Assistant III,High,Gold,282804.76,49807.36,2,6825.77,1890430.08,364617.94,111279.50,81565.51,63673.27,1726033.36,3,3,3,1,6
IND31886,Jeffrey Little,48,24633,24-12-2004,Nicholas Cunningham,European,Safety Technician II,Mid,Silver,31366.69,10557.68,1,205.82,271792.29,107355.61,94171.59,62153.25,8563.05,58053.18,2,1,3,2,7
IND16521,Donald White,58,11951,25-05-2016,Jeremy Vasquez,American,Director of Sales,Mid,Jade,143641.46,14785.44,3,3175.17,566354.19,593952.76,449086.23,145880.59,37314.07,87414.62,0,2,3,1,8
IND22770,Shirley Carr,28,26678,07-10-2004,Joshua Ryan,American,Programmer I,Low,Jade,304744.13,42528.75,2,314.25,477185.63,339201.75,271361.40,236084.42,34078.50,329440.13,2,3,4,2,9
IND74369,Mark Vasquez,73,28055,02-02-2011,Shawn Long,Asian,Media Manager III,High,Silver,69280.85,2951.00,1,995.13,143005.48,59107.82,25699.05,61763.38,14433.09,241575.02,0,1,4,1,10
IND31020,Lillian GoPKRales,55,3805,17-08-2014,Joe Price,American,Software Engineer IV,High,Jade,192746.06,14270.78,1,4643.78,756193.56,879489.48,777653.86,97762.20,27008.24,88303.33,3,2,1,1,11
IND83621,Robin Hudson,31,4094,21-10-2016,Jeremy Vasquez,European,Systems Administrator I,Mid,Silver,163869.50,16638.75,1,1687.23,422732.93,260002.59,86667.53,224468.90,7039.31,427554.86,0,2,2,1,12
IND87099,Joe West,72,11886,08-05-2004,Nicholas Simmons,European,Research Associate,High,Gold,303730.88,56672.25,2,3246.18,907795.61,779074.22,350880.76,277968.92,18711.71,972113.99,1,3,3,2,13
IND68353,Adam Webb,71,24879,01-10-2016,Victor Ramos,European,Information Systems Manager,Mid,Jade,106992.56,8102.52,1,5281.42,794105.57,480600.23,167400.08,365148.17,58105.73,598191.29,2,2,4,2,14
IND34739,Emily Garza,31,36722,28-07-2018,Joe Price,European,Electrical Engineer,Mid,Platinum,74335.22,21749.80,3,1133.90,685556.88,159081.75,127265.40,131719.69,36057.00,233827.35,1,4,1,1,15
IND49852,Alice Hawkins,75,19497,31-08-2003,Joe Hanson,American,Accounting Assistant IV,High,Gold,29126.28,20856.00,1,222.47,72179.35,541414.86,295824.61,215114.73,11335.70,266840.16,2,1,1,2,16
IND15739,Arthur Fuller,50,24390,08-11-1999,Jerry Green,European,Human Resources Assistant I,High,Platinum,205568.33,22084.60,1,3975.54,119101.88,606081.50,661179.81,65488.29,23952.42,1007604.78,2,5,1,2,17
IND35208,Earl Wagner,38,38924,13-11-2004,Frank Brown,Asian,Office Assistant II,High,Silver,470262.68,27056.95,1,12294.43,962473.90,656372.92,213216.68,141350.12,81767.01,1104006.81,2,5,2,2,18
IND23172,Ryan Mitchell,32,24247,10-07-2000,Gregory Simmons,European,Programmer Analyst I,Mid,Jade,279238.44,29395.85,1,7439.36,2667556.66,891713.77,428485.84,88823.96,12415.02,1303515.44,1,5,2,2,19
IND89615,Phillip Gordon,37,22162,29-01-2007,Todd Roberts,European,Dental Hygienist,Mid,Platinum,292010.27,30493.32,1,7061.80,1220492.39,1204591.47,558492.41,622445.26,66410.85,203262.58,3,2,3,2,20
IND78041,Christine Davis,76,1413,25-12-2011,Stephen Payne,European,Senior Financial Analyst,High,Silver,26996.11,8835.50,3,837.86,303226.55,594754.67,347994.75,301806.36,10935.34,754076.72,0,1,3,2,21
IND25027,Louise Olson,31,33534,10-07-2017,Bobby Burton,American,Office Assistant II,Mid,Jade,144581.55,33769.84,1,37.38,639113.19,351609.98,342708.46,61420.48,33538.53,464417.62,3,2,3,1,22
IND70133,Ronald Foster,63,13998,07-08-2013,Adam Hernandez,European,Budget/Accounting Analyst IV,Mid,Jade,158603.63,32769.66,1,1717.25,309892.97,95126.02,134905.99,38050.41,3524.37,507150.57,1,1,3,1,1
IND96246,Jacqueline Moreno,65,12896,17-11-2012,Mark Montgomery,European,Programmer I,High,Silver,342068.37,39111.12,1,1136.27,834035.83,1436044.53,779567.03,717475.20,17553.56,350589.71,1,2,3,1,2
IND74738,Craig Baker,61,29985,18-12-2002,Bobby Burton,European,Financial Analyst,High,Jade,308171.08,12327.54,2,2943.10,1486877.41,1486770.80,582653.42,438798.30,21152.12,1676630.67,3,2,3,1,3
IND94482,Timothy Scott,30,43083,01-12-2020,Joshua Little,European,Accounting Assistant IV,High,Jade,103215.16,20290.12,1,2321.56,227116.49,1719422.75,854304.38,274783.22,5576.67,984930.52,2,2,3,2,4
IND54803,Evelyn Reynolds,20,13993,01-08-2020,Nicholas Simmons,American,Programmer IV,High,Jade,53067.71,8824.74,1,4588.80,844190.96,968531.37,384210.79,357956.39,40855.99,773156.92,2,1,4,1,8
IND22264,James Burton,76,24568,16-08-2000,Shawn Long,Asian,Librarian,High,Silver,16653.97,4538.43,1,2908.65,238129.23,446980.04,152458.31,112541.95,1473.66,878113.76,2,1,4,2,9
IND66283,Julia Weaver,45,14208,03-07-2008,Joshua Ryan,African,Research Nurse,Low,Gold,98173.60,31953.20,1,603.86,596226.08,90491.87,48151.64,33473.69,28781.23,478424.54,1,1,1,2,10
IND45825,Nicole Garrett,37,167,17-10-2000,Nicholas Simmons,European,Software Test Engineer I,High,Jade,410110.87,14944.16,1,1866.16,1482143.31,382944.19,139615.07,202242.40,19862.09,874667.06,1,4,2,1,11
IND94895,Steve Sullivan,68,33987,08-12-2020,Jesse Evans,European,Analog Circuit Design manager,Low,Jade,160073.10,25457.40,1,6022.30,1097639.30,924637.87,292487.49,787734.86,64209.60,189631.76,1,4,3,2,12
IND66583,Andrew Baker,84,41467,09-10-2015,Gregory Simmons,African,Account Representative I,Low,Jade,117125.42,49597.20,1,647.72,153107.12,454769.73,360679.44,155562.61,35199.79,321595.12,3,2,4,2,13
IND73582,Christopher Wright,65,3926,10-04-2003,Frank Brown,European,Human Resources Assistant I,High,Platinum,155135.69,9966.00,3,3955.72,657469.34,613776.68,268778.02,136354.70,1902.46,971004.83,0,2,1,2,14
IND62295,Tina Snyder,67,7348,15-01-2012,Gregory Simmons,Asian,Programmer III,Low,Silver,173146.19,20433.78,3,2343.86,88510.51,840866.85,518534.56,169434.67,23216.84,1767385.45,0,2,1,2,15
IND39698,George George,67,7541,20-09-2008,Shawn Cook,European,Database Administrator III,Mid,Jade,341330.13,11338.71,1,3415.76,1880586.03,1771992.83,479637.16,622462.44,53199.99,2148499.81,3,4,1,1,1
IND96489,Jeremy Bowman,48,16245,10-09-2002,Roy Rice,European,Research Associate,High,Jade,113038.07,21105.00,2,6217.31,874240.76,1153249.45,655045.69,326415.73,58641.98,814075.76,3,2,2,1,2
IND62970,Kathleen Stone,41,13785,09-03-2019,Joe Hanson,American,Operator,High,Platinum,204694.71,21047.14,1,1101.12,440353.61,78211.37,32327.37,66917.65,36275.12,791117.99,1,2,2,1,3
IND53584,Nancy Castillo,76,12555,08-10-2013,Anthony Berry,Asian,Pharmacist,High,Jade,55512.32,8663.46,2,832.90,108096.90,98876.79,80220.79,90388.31,4904.11,142258.88,1,1,3,2,4
IND34425,Timothy Bradley,50,28523,17-08-2020,Dennis Morris,Asian,Programmer Analyst IV,High,Silver,71909.93,19065.63,1,1349.18,172488.87,86942.18,117627.66,36464.57,20616.89,430296.10,0,2,3,1,5
IND53485,Michael Sims,23,27810,09-11-1999,Bruce Butler,European,Media Manager II,Low,Jade,43256.08,30778.80,2,3315.88,321822.64,95899.27,29507.47,31921.71,17592.43,747541.08,1,1,3,1,6
IND40496,Walter Jenkins,18,26623,22-03-2021,Anthony Berry,American,Accounting Assistant III,Mid,Gold,91589.48,32407.92,1,257.93,672627.05,280502.98,126423.88,198801.55,40677.75,798973.85,2,3,3,2,7
IND72603,Aaron Simpson,46,15770,04-12-2013,Benjamin Kim,Asian,Financial Analyst,Mid,Silver,22388.51,14415.44,2,1184.02,146552.66,148409.63,140459.11,127049.24,12347.61,292069.96,1,1,3,2,8
IND56984,Irene Rogers,35,34644,13-11-2010,Roger Alexander,Asian,Pharmacist,High,Jade,48321.55,18298.98,2,3041.34,730394.54,209527.50,173479.76,45600.39,31444.10,110925.93,1,2,3,1,9
IND31180,Annie Hayes,47,16360,29-10-2013,Anthony Simpson,European,Health Coach II,Low,Silver,67296.92,14652.90,1,4151.61,1648965.24,570772.51,235318.49,175137.04,53942.26,2139037.63,1,3,3,2,10
IND80616,Michael Stone,22,7702,20-05-2001,Paul Larson,African,Programmer III,High,Gold,223595.51,3596.62,1,1228.39,125055.22,98975.53,66552.51,20460.63,59807.23,794722.47,0,2,4,2,11
IND54495,Louise Barnes,28,26334,15-09-2006,Douglas Tucker,Asian,Compensation Analyst,High,Gold,155330.89,33724.80,2,1763.28,39701.88,136113.78,117161.22,47415.84,1055.12,292601.03,1,2,4,1,12
IND88782,Jose Jacobs,54,22276,25-03-1996,Douglas Tucker,Asian,Senior Financial Analyst,Mid,Jade,338592.73,38743.36,1,8449.34,724817.06,2168648.47,1216939.43,398157.62,47583.23,2251103.86,0,3,1,1,13
IND25223,Steven Owens,49,6336,16-06-2009,Jason Duncan,European,Geologist I,High,Jade,193487.42,28433.34,1,2278.66,774008.10,300687.96,135887.83,93473.48,40427.77,199674.45,1,3,2,1,14
IND26937,Steve Scott,63,16522,03-03-2002,Raymond Alexander,American,Cost Accountant,Mid,Jade,62204.50,40020.38,1,182.96,1447905.65,516071.89,127033.08,167366.08,40382.21,979165.88,1,2,3,2,15
IND14766,Debra Mendoza,49,31099,27-06-2019,Dennis Ruiz,European,Engineer IV,Mid,Jade,268215.70,21790.44,3,1445.63,1100717.95,1399302.31,742992.37,252617.41,16392.68,605027.67,3,4,4,1,16
IND45041,Kenneth Moreno,60,11888,18-04-2019,Bruce Butler,European,Web Developer III,Low,Jade,151886.04,40525.92,1,1610.27,205461.29,166878.16,189895.84,76303.60,36408.46,734636.49,2,2,1,2,17
IND54922,Earl Mccoy,50,36622,18-03-2016,Samuel Fowler,Asian,Accountant I,High,Silver,244088.88,56280.84,1,5725.94,1016360.35,358570.12,298808.43,85658.42,39496.46,643953.24,0,3,1,2,18
IND89369,Keith Banks,19,25884,18-11-2020,Mark Montgomery,European,Account Coordinator,High,Gold,229762.92,29699.68,1,3262.49,378430.32,213097.67,117476.92,180641.26,16162.88,1116008.81,0,2,1,2,19
IND94380,Chris Meyer,48,16790,01-08-2010,Carl Nguyen,Asian,Health Coach III,Low,Silver,373997.68,38700.86,2,6360.53,131305.18,1620762.64,699874.78,638850.61,47829.38,789924.38,0,4,2,1,20
IND76782,Douglas Flores,68,24331,26-10-2017,Roy Rice,European,Physical Therapy Assistant,High,Jade,125061.12,67656.80,1,7810.11,1608721.45,268710.53,157426.37,119698.33,39547.85,1478636.44,1,5,2,1,21
IND44357,Michael Little,30,14847,15-05-1995,Shawn Cook,European,Financial Analyst,Mid,Silver,108917.56,12134.60,2,2455.31,117837.38,519994.31,152725.60,162398.22,9633.08,440403.36,2,1,3,1,22
IND63865,Richard Matthews,20,12018,30-05-2015,Todd Roberts,European,Safety Technician III,High,Jade,249962.86,12598.74,1,724.04,683692.81,676425.11,629775.11,138861.52,39836.46,566903.12,3,2,3,1,1
IND14540,Joseph Fuller,32,3210,06-11-1999,Shawn Cook,Asian,Programmer II,Mid,Gold,110074.98,34598.44,1,6574.96,357739.16,843027.10,912317.00,123682.47,6388.26,1722652.66,3,5,3,1,2
IND20140,Joseph Adams,25,24592,15-08-2013,Douglas Tucker,European,Database Administrator II,Mid,Gold,258076.57,28850.94,2,3986.31,487349.91,188758.85,69814.92,105704.96,30918.79,138932.78,3,2,3,2,3
IND75181,Eugene Collins,26,16233,01-09-2014,Dennis Morris,European,Marketing Manager,Low,Silver,80408.25,24034.92,1,2514.94,255694.05,115585.79,67425.04,72984.17,33606.18,744597.66,3,2,3,1,4
IND60750,Louis Thomas,27,12190,22-11-2020,Shawn Long,European,Chemical Engineer,High,Platinum,147770.44,7103.25,2,8315.43,865952.28,2674642.69,549584.11,1166950.27,40199.64,1182318.59,0,3,3,2,8
IND40048,Harold Hunt,44,547,04-02-2014,George Lewis,Asian,Systems Administrator I,Mid,Silver,101645.35,11282.13,1,2361.06,137078.90,100101.98,64216.36,90998.36,13008.73,56590.16,3,2,3,1,9
IND91899,Steve Ross,54,6502,21-08-2001,Victor Martinez,American,Geologist III,High,Jade,59875.58,26395.32,2,2352.17,280231.77,487406.17,138723.30,278721.35,36995.32,605368.76,3,1,4,1,10
IND49097,Joyce Gilbert,41,29476,07-07-2021,Joshua Bennett,African,Legal Assistant,Mid,Jade,149870.90,7271.68,1,1549.27,291910.74,14079.18,11732.65,11615.33,16342.24,340859.20,3,2,4,1,11
IND30559,Pamela Bailey,37,19655,29-06-2000,Phillip Peters,European,Programmer Analyst II,Low,Platinum,144204.97,23540.58,1,2387.44,72118.28,187124.17,134495.49,102625.91,1663.65,69536.10,2,2,1,1,12
IND40540,Joseph Burton,73,20897,11-05-2019,Joshua Little,European,Software Test Engineer III,Mid,Gold,36313.80,2913.30,2,1255.92,56507.39,165720.27,127127.88,73915.78,9357.52,422697.90,2,1,2,1,13
IND32711,Terry Tucker,84,1541,19-02-2017,Stephen Payne,European,Software Engineer IV,Mid,Gold,29506.65,26180.46,2,3503.47,454195.93,490080.03,107473.69,216022.12,10174.24,0.00,3,1,3,1,14
IND71842,Shawn Duncan,33,17051,23-08-1995,Nicholas Cunningham,African,Staff Accountant I,Mid,Silver,54920.14,11627.84,1,2230.54,183537.82,141038.37,64108.35,64749.44,19642.39,64320.87,1,1,4,2,15
IND98821,Stephen Perkins,43,19583,21-01-2013,Shawn Long,European,Engineer II,Mid,Silver,79160.51,50359.88,3,7012.64,305168.61,1086576.22,657664.56,366385.88,46669.50,525028.87,2,3,1,1,1
IND60303,Joshua Williams,60,13881,27-08-2004,Gregory Simmons,Asian,Human Resources Assistant II,Mid,Jade,69198.52,24858.21,2,1811.33,260871.21,167605.97,157599.65,84228.26,21688.95,491162.21,1,1,1,1,2
IND21271,Kenneth Simmons,55,11755,10-02-1999,Paul Holmes,Asian,Associate Professor,Mid,Silver,77057.74,15035.54,1,469.14,43233.46,82808.38,45687.38,55338.84,9449.28,331817.00,3,1,1,2,3
IND71938,Virginia Willis,63,29745,16-12-1996,Raymond Alexander,European,Engineer III,High,Silver,315879.56,30141.45,2,3991.04,100474.26,963526.30,329008.98,854483.33,7856.17,1112977.01,2,3,2,2,4
IND48166,Martin GoPKRalez,71,35810,26-03-2010,Jerry Green,Asian,Legal Assistant,High,Silver,304130.87,6349.50,1,7215.98,599869.22,1334851.75,301418.14,447821.23,56792.54,1527415.14,3,3,2,2,5
IND35417,William Wagner,53,29967,31-07-2016,Nicholas Cunningham,European,Librarian,Mid,Silver,187639.73,29519.35,1,6791.21,1013646.20,354828.55,200846.35,92389.32,65609.07,2574028.95,3,5,3,1,6
IND36167,Juan Freeman,72,40251,25-06-2014,Benjamin Kim,American,Software Consultant,High,Jade,204251.61,33054.12,1,8897.67,1319951.79,728029.16,354176.35,96414.67,88889.78,1843702.19,0,2,3,2,7
IND53489,Samuel Johnston,48,28424,24-07-1995,Bruce Porter,Asian,Analog Circuit Design manager,Mid,Platinum,45140.55,11706.09,1,2462.72,1111816.82,71222.11,49721.09,14849.14,15651.80,634584.01,1,2,3,2,8
IND46654,Frank Bennett,30,14964,11-06-1996,Shawn Cook,African,Biostatistician III,Low,Jade,62086.04,13054.40,2,1742.54,173701.43,336511.16,252383.37,37977.69,4177.87,777754.88,1,1,3,1,9
IND57483,Heather Mendoza,33,4294,26-05-2009,Mark Montgomery,American,Software Test Engineer IV,High,Jade,233362.42,57088.08,1,5030.23,513458.62,414811.81,251607.16,381286.86,30522.64,394715.55,3,4,3,1,10
IND26697,Jeffrey Watson,18,2419,04-03-2021,Adam Hernandez,European,Operator,High,Jade,100790.48,29680.00,3,2256.06,377251.76,110150.20,50243.95,88661.25,13828.43,357866.52,1,1,3,1,11
IND21028,Craig James,80,20249,26-11-2006,Paul Holmes,European,Librarian,Low,Silver,137250.19,5786.80,3,1801.89,549960.86,415274.04,343829.04,58540.24,39367.44,693670.00,3,2,3,1,12
IND86154,Albert Banks,65,25014,11-01-2009,Chris Armstrong,European,Office Assistant II,Low,Jade,107355.90,27348.24,3,9794.39,1168454.83,742185.41,332030.32,176562.00,7084.29,2345714.89,3,2,4,2,13
IND47039,Gloria Williamson,41,28411,21-08-2002,Anthony Torres,American,Biostatistician III,High,Silver,121627.32,6358.50,1,1417.88,204346.57,164323.60,132312.51,64064.86,36208.28,533141.67,1,2,4,2,14
IND18081,Rose Bell,22,38335,20-04-2013,Benjamin Kim,Asian,Software Engineer III,High,Jade,216600.38,33745.60,1,3753.39,514287.24,235217.95,117608.97,112904.61,23203.35,852915.17,0,2,1,2,15
IND13675,Johnny Castillo,72,32245,23-02-2005,Dennis Ruiz,European,Senior Financial Analyst,Mid,Jade,56742.37,5989.66,1,2306.88,306206.15,259379.02,151518.44,52646.24,22486.23,381291.36,2,1,2,2,16
IND54772,Jose Fernandez,23,30967,17-11-2017,Shawn Cook,American,Research Associate,Low,Gold,74534.17,28053.56,1,2592.42,510240.61,770470.05,309628.15,352976.09,27093.64,1011219.49,0,2,3,1,17
IND61012,Donna Moreno,35,25681,07-07-1999,James Castillo,Asian,Recruiting Manager,Mid,Platinum,100179.13,41945.04,1,4780.49,852440.70,288932.90,278231.68,72197.55,31464.81,210438.39,0,2,4,1,18
IND63638,Daniel Flores,38,11973,06-12-2013,James Castillo,European,Geologist II,High,Jade,87532.19,58158.72,1,1337.22,2331797.04,1769278.68,660530.71,487849.11,50168.52,1431166.26,1,5,1,1,19
IND73710,Jesse Frazier,47,8973,04-01-2009,Jonathan Hawkins,African,Budget/Accounting Analyst II,High,Jade,428779.47,49066.36,1,4997.75,756177.50,79273.69,55705.83,52963.39,34618.00,1254015.22,2,4,1,1,20
IND93494,John Banks,49,28369,21-11-1995,Douglas Tucker,European,Internal Auditor,Mid,Jade,189556.55,4872.09,1,6370.09,1936734.44,1808858.54,508372.01,808666.17,47581.45,1028434.44,0,2,1,1,21
IND97314,Angela Green,51,1339,12-03-2020,Anthony Berry,European,Administrative Assistant III,High,Silver,111666.93,10063.04,1,232.45,178379.26,141104.54,58205.62,145355.31,21976.83,371360.77,3,1,2,1,22
IND43915,Steven Kelly,66,18769,03-08-2004,Victor Ramos,Australian,Accounting Assistant III,High,Silver,72740.57,44633.40,2,259.46,1132307.03,914948.33,316712.88,433544.75,46741.97,1904675.14,0,3,2,1,1
